Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
76e0fbe2b8f60c,5baf3c542b04ae,aedb3fefc7c3a4,0,0,37.7300,0,0,0,68,1335,0,0,0.0000,1349,solo-fpp,96,96,-1,0,0.0000,0,0.0000,0,0,101.8000,2,1602,0.3474
a59af7c8a09bd3,2334e3c43543a6,8ba09dd8bd7af7,0,0,0.0000,0,0,0,90,1000,0,0,0.0000,1453,solo-fpp,98,97,0,0,0.0000,0,0.0000,0,0,23.1900,1,1500,0.0825
2b0a952890c045,fd6681a6c4308e,bfee1a2791aea2,0,1,0.0000,0,0,0,49,0,0,0,0.0000,1935,solo-fpp,97,96,1502,0,1247.0000,0,0.0000,0,0,1673.0000,5,0,0.7604
e25b9615072ee0,f4b390f310ccfc,dd58008c7878dc,0,4,216.2000,0,0,1,12,1184,2,1,79.9500,1435,solo-fpp,95,92,-1,0,299.6000,0,0.0000,0,0,2363.0000,4,1538,0.9255
e080d4a655646b,bae09d88e00992,36a03abf9411c8,0,0,0.0000,0,0,0,65,0,0,0,0.0000,1384,solo-fpp,96,95,1500,0,0.0000,0,0.0000,0,0,368.2000,2,0,0.4421
7b54c099ada9c6,827f4cab729bce,c96beeaa873885,0,0,53.3200,0,0,0,83,0,0,0,0.0000,1889,solo-fpp,96,93,1559,0,0.0000,0,0.0000,0,0,101.9000,1,0,0.1579
1fecfeb9bec37c,0dcff9a13d53f7,fffe53015be300,0,6,381.2000,0,1,2,5,0,4,2,63.8900,1882,solo-fpp,97,92,1510,0,0.0000,0,0.0000,0,0,2487.0000,3,0,0.9375
eb7a3e9f50eca5,fe3d74f737cd10,92338c2233be1a,0,5,778.0000,0,3,2,2,1693,8,1,158.9000,1387,solo-fpp,98,97,-1,0,0.0000,0,0.0000,0,0,2422.0000,5,1506,1.0000
646b5e0fd9a295,b61a5667e06c2c,7cf7e4f2e3a287,0,0,150.3000,0,0,0,31,1521,1,1,23.2900,1370,solo-fpp,98,96,-1,0,0.0000,0,0.0000,0,0,848.7000,5,1502,0.6082
924511ffe6723f,d5a5f7443605a6,21f8d1f32f8499,0,0,0.0000,0,0,0,88,0,0,0,0.0000,1369,solo-fpp,100,98,1566,0,0.0000,0,0.0000,0,0,8.2140,2,0,0.1313
e0955d3076d56e,f635866c979b58,fcda492c7b1ad9,0,0,25.9200,0,0,0,86,0,0,0,0.0000,1394,solo-fpp,97,93,1500,0,0.0000,0,0.0000,0,0,6.6000,0,0,0.1146
e3bcf6441ccd67,d46dbf0c3a9606,6ed3a0442451ba,1,0,98.4000,0,0,0,62,0,0,0,0.0000,1322,solo-fpp,97,97,1500,0,0.0000,0,0.0000,0,0,656.2000,3,0,0.5625
2c3653a2e4fee9,1cd699c49e0014,7594eab44e97e0,0,0,0.0000,0,0,0,75,0,0,0,0.0000,1963,solo-fpp,95,89,1505,0,0.0000,0,0.0000,0,0,339.7000,1,0,0.2234
cda40180a5dbbb,6c382d44087250,cbe3bfc1ee0386,0,4,128.9000,0,0,0,45,0,0,0,0.0000,1809,solo-fpp,100,98,1660,0,8012.0000,0,0.0000,0,0,2346.0000,8,0,0.8687
b6ab91116d04b7,827fe72a804bba,19a56c68cfe4a2,0,2,100.0000,0,0,0,23,1352,1,1,11.6800,1381,solo-fpp,98,97,-1,0,0.0000,0,51.4900,0,0,3293.0000,2,1672,0.9588
d4d3a283cefe02,5ed6bed45102c9,708d86eeed6e78,0,0,286.7000,0,1,1,11,1161,3,1,62.8500,1896,solo-fpp,89,86,-1,0,0.0000,0,0.0000,0,0,675.0000,4,1534,0.4205
112eeb32b04226,15be3e4022d956,2c59c8f49d41cc,0,2,425.7000,0,1,2,5,0,4,1,85.4400,1285,solo-fpp,93,92,1562,0,0.0000,0,0.0000,0,0,1317.0000,4,0,0.8043
8674cc544f19d8,07135c44cfe118,5f8a9c4be342b0,0,0,0.0000,0,0,0,58,0,0,0,0.0000,1441,solo-fpp,96,93,1565,0,0.0000,0,0.0000,0,0,267.9000,3,0,0.5263
bd26ed030808a4,cc4ef9376583b0,c70a7ebbce6461,0,0,151.6000,0,1,0,44,0,1,1,11.6000,1341,solo-fpp,99,98,1527,0,0.0000,0,0.0000,0,0,167.7000,2,0,0.2653
bd501a83f7fbd4,df36922667f5e6,649a068541fbb3,1,0,105.3000,0,0,1,66,1091,0,0,0.0000,1304,solo-fpp,98,97,-1,0,0.0000,0,0.0000,0,0,84.1300,3,1468,0.4227
32e77facc81fda,aa0ecdc66fdf48,90dcb8b08e6fbb,0,0,217.7000,0,1,0,21,1372,2,2,9.1400,1456,solo-fpp,97,96,-1,0,0.0000,0,0.0000,0,0,345.6000,4,1481,0.5208
29952ede2eed6c,0a1c9eebf563f5,13048ce01a1d08,0,2,239.4000,0,0,1,19,1018,2,1,20.4800,1400,solo-fpp,96,95,-1,0,0.0000,0,0.0000,0,0,765.6000,3,1494,0.4947
8e53bb42687e55,23ab9292d53c01,1214be293db2a9,0,2,0.0000,0,0,3,48,1132,0,0,0.0000,1819,solo-fpp,94,92,-1,0,0.0000,0,0.0000,0,0,2980.0000,2,1581,0.7312
5726153e733eb7,22ff21fbf385bc,b3698d0f63e2f5,0,0,100.0000,0,0,0,29,1356,1,1,12.6500,1381,solo-fpp,98,95,-1,0,0.0000,0,0.0000,0,0,886.7000,3,1647,0.5979
fb06b3db017969,0f1f18c4157fa5,d58f00d3240d09,0,0,0.0000,0,0,0,54,1303,0,0,0.0000,1422,solo-fpp,97,94,-1,0,0.0000,0,0.0000,0,0,962.1000,3,1571,0.5312
086743ca508ff1,44523848155526,7f1c5fe1ff3e60,0,0,206.2000,0,0,0,37,0,1,1,4.9530,1255,solo-fpp,89,88,1534,0,0.0000,0,0.0000,0,0,114.6000,1,0,0.4545
3e81bb1e7f3551,71b0feee27b6f2,38233c584165fb,0,0,82.0600,0,0,0,86,0,0,0,0.0000,1404,solo-fpp,95,93,1610,0,0.0000,0,0.0000,0,0,32.8400,2,0,0.0851
4a4b54a6081599,690dbe2bb9fa5f,a6c8f37583e0fa,0,1,200.0000,0,0,6,17,0,2,1,44.7400,1377,solo-fpp,97,94,1521,0,0.0000,0,188.7000,0,0,1517.0000,5,0,0.8333
576948f5a5a8bd,8bdb2b3013b6c5,22b105e82e6c01,0,0,16.7800,0,0,0,56,0,0,0,0.0000,1937,solo-fpp,98,97,1500,0,0.0000,0,0.0000,0,0,719.1000,4,0,0.6804
d785cd3cb2df2e,a63d837f39ff9a,48a9ce40b53850,0,1,456.2000,0,0,1,10,0,3,1,34.6500,1324,solo-fpp,95,92,1637,0,0.0000,0,0.0000,0,0,2430.0000,5,0,0.8723
ac6976090b4023,f44f18dc31651c,a3839364c8d7be,0,0,0.0000,0,0,0,77,0,0,0,0.0000,1356,solo-fpp,93,91,1478,0,0.0000,0,0.0000,0,0,111.6000,2,0,0.1739
f54262e72f1008,f28db69ef5be21,5ce233a5cd826a,0,1,200.0000,0,1,2,22,0,2,1,15.8400,1357,solo-fpp,96,93,1472,0,0.0000,0,0.0000,0,0,259.8000,3,0,0.4211
a30dcfd7cafc67,302b59715af129,5808a60ce8f658,0,7,262.0000,0,2,1,6,1299,3,1,189.9000,1935,solo-fpp,91,88,-1,0,4062.0000,1,0.0000,0,0,2521.0000,7,1494,0.9444
34b759c8144355,bf8e8cd68dc79c,a8efb672bc387d,0,3,99.1000,0,0,1,28,0,1,1,96.0200,1350,solo-fpp,98,96,1506,0,988.2000,0,0.0000,0,0,1717.0000,3,0,0.7216
9d9ec8de970823,5a2f2d07eda010,5795939b469bb7,0,0,0.0000,0,0,0,71,1269,0,0,0.0000,1327,solo-fpp,97,91,-1,0,0.0000,0,0.0000,0,0,356.5000,2,1504,0.2812
6f4f8fc79c2e64,57081d9b849d0d,8ce74a5bf38233,0,0,86.0000,0,0,0,70,0,0,0,0.0000,1327,solo-fpp,91,89,1592,0,0.0000,0,0.0000,0,0,239.6000,3,0,0.3889
d9423752c2402f,c4761d0b912a77,b31696f993aa1a,0,0,0.0000,0,0,0,77,0,0,0,0.0000,1922,solo-fpp,97,96,1511,0,0.0000,0,0.0000,0,0,187.9000,2,0,0.2604
11093bb28cae92,af9cce931557fb,7ac9ddccc44767,1,0,82.8000,0,0,0,93,0,0,0,0.0000,1798,solo-fpp,97,92,1478,0,0.0000,0,0.0000,0,0,8.3500,0,0,0.0104
a19cc9b690eec3,0594e3a9872ee9,1c669e4a3ed41c,0,3,0.0000,0,0,6,52,0,0,0,0.0000,1920,solo-fpp,98,95,1626,0,3090.0000,0,0.0000,1,0,2194.0000,6,0,0.6495
e0ab7fd1c0c790,8b00c9e632b210,ab554670c61a62,0,0,0.0000,0,0,0,89,0,0,0,0.0000,1427,solo-fpp,96,93,1514,0,0.0000,0,0.0000,0,0,9.4350,1,0,0.0632
36db7721dd41be,fe5355fa132b21,b3dc0425f0ab9a,0,4,116.6000,0,0,15,14,1329,1,1,15.8800,1844,solo-fpp,78,73,-1,0,4496.0000,0,4.3900,0,0,3365.0000,7,1561,0.9091
f523a2ff7c417e,d85ec2d7510c4d,b13ef78d3dedb6,0,0,100.0000,0,0,1,18,1087,1,1,14.7300,1807,solo-fpp,91,89,-1,0,0.0000,0,0.0000,0,0,4434.0000,3,1533,0.9556
0bb8b8c507c6d0,c21a854f55b4f9,ffc11891507b99,0,0,59.9000,0,0,0,69,0,0,0,0.0000,1888,solo-fpp,92,92,1524,0,383.9000,0,0.0000,0,0,329.1000,4,0,0.3077
5150cb903fc2bb,b4d7364c450fcc,43bc34510f4d1e,0,0,23.2200,0,0,0,75,1511,0,0,0.0000,1426,solo-fpp,98,95,-1,0,0.0000,0,0.0000,0,0,85.0300,2,1664,0.2577
53216e6dbcc8ce,cf0e1902ea37aa,213f33679a2d51,0,5,316.5000,0,0,5,6,0,3,1,26.2700,1445,solo-fpp,99,97,1524,0,0.0000,0,0.0000,0,0,2726.0000,6,0,0.9388
e8f0ee3843a63c,a18458eb6dad27,a20050254f50d6,1,1,297.9000,0,0,1,6,0,3,1,240.2000,1423,solo-fpp,93,93,1519,0,0.0000,0,0.0000,0,0,2336.0000,4,0,0.9783
b8d7816f3a5b12,c979d6881bb4a8,d8c58fce382d34,0,0,72.6700,0,0,0,71,0,0,0,0.0000,1831,solo-fpp,93,89,1534,0,0.0000,0,0.0000,0,0,78.2000,2,0,0.2500
464f1736c5bd55,48ba5ce1c50e70,8c5cb116d2f087,0,3,98.7800,0,1,3,21,1046,1,1,34.8000,1908,solo-fpp,93,88,-1,0,2807.0000,0,0.0000,0,0,3409.0000,5,1497,0.8370
9562aa23171f65,6897c8f2d2f14d,2ac0773c10715b,0,0,0.0000,0,0,0,62,0,0,0,0.0000,1424,solo-fpp,96,92,1558,0,0.0000,0,0.0000,0,0,318.0000,2,0,0.4526
2747ae25900c48,892ef5fe8205cf,ad77c274378efb,0,3,0.0000,0,0,3,49,0,0,0,0.0000,1394,solo-fpp,95,92,1535,0,0.0000,0,0.0000,0,0,1475.0000,3,0,0.7766
0b4def32f1ddd0,ead7335b866a5b,e240cb9a0b20dd,0,0,0.0000,0,0,0,82,1139,0,0,0.0000,1428,solo-fpp,97,94,-1,0,0.0000,0,0.0000,0,0,50.3400,1,1485,0.1771
76c8ebad55a3ec,247293e22da07d,23598b0fe4898a,0,0,66.0000,0,0,0,91,1508,0,0,0.0000,1963,solo-fpp,93,90,-1,0,0.0000,0,0.0000,0,0,9.9120,1,1656,0.0109
5c654ee06cb3e5,2b3a65fd9039d9,99407bcde7569c,0,0,0.0000,0,0,0,91,0,0,0,0.0000,1867,solo-fpp,93,89,1500,0,0.0000,0,0.0000,0,0,0.0000,0,0,0.0000
8271b3fea1419a,0024bdb4128fc7,4038622e345757,0,0,0.0000,0,0,0,85,1000,0,0,0.0000,1976,solo-fpp,96,95,-1,0,0.0000,0,0.0000,0,0,27.8500,1,1500,0.1368
9ad844ab90189f,4ba58e7886db7e,8c96607cb44e99,0,0,0.0000,0,0,0,64,0,0,0,0.0000,1322,solo-fpp,91,88,1487,0,0.0000,0,0.0000,0,0,192.6000,2,0,0.3111
56891f7a670ba4,7bf1721d90e79f,e4459e1b005750,1,0,21.6400,0,0,0,64,1158,0,0,0.0000,1835,solo-fpp,95,94,-1,0,2812.0000,0,0.0000,0,0,1259.0000,4,1504,0.4362
cba241b757192c,0a0a2e893984ba,a9d4e41f813a9a,0,4,100.6000,0,1,1,11,0,2,1,168.4000,1860,solo-fpp,91,89,1523,0,1128.0000,0,0.0000,0,0,3938.0000,5,0,0.8444
ad6d90c487e3c5,7ca9af062dbb36,7073d7c1b173db,0,0,28.3800,0,0,0,59,0,0,0,0.0000,1873,solo-fpp,94,91,1470,0,0.0000,0,0.0000,0,0,786.5000,6,0,0.4839
1a53faf7031358,c349dcd8469456,a2123a28e6ae1e,0,0,38.9500,0,0,0,59,0,0,0,0.0000,1508,solo-fpp,95,92,1509,0,0.0000,0,0.0000,0,0,586.2000,5,0,0.4787
53509cc9690ec0,33384abf21b86a,d41b850b262802,0,0,0.0000,0,0,0,72,0,0,0,0.0000,1460,solo-fpp,93,91,1499,0,0.0000,0,0.0000,0,0,139.8000,3,0,0.2717
5b37b3a236c0bf,9f2f688d29766b,84ea8cc6b68cd4,1,1,169.1000,0,0,1,23,0,1,1,63.3300,1461,solo-fpp,92,89,1517,0,0.0000,0,0.0000,0,0,1466.0000,4,0,0.7582
91f245d9ec68aa,f40e02283d57a5,710913a67cfb58,0,2,177.8000,0,1,1,29,0,1,1,72.8700,1800,solo-fpp,98,97,1500,0,981.7000,0,0.0000,0,0,1315.0000,4,0,0.6495
58d60af442db27,2d206229318b33,ddd7063226dfe3,0,0,95.8800,0,0,0,71,0,0,0,0.0000,1912,solo-fpp,97,91,1470,0,0.0000,0,0.0000,0,0,104.2000,2,0,0.2604
efcd994ddcb9c7,8470346001b976,29b58c6651b433,0,0,107.9000,0,0,0,74,0,0,0,0.0000,1347,solo-fpp,97,95,1427,0,0.0000,0,0.0000,0,0,136.1000,8,0,0.2708
da519ea5577a9a,73aa3b1bf7eff8,2a685544d44022,0,0,86.0000,0,0,0,57,0,0,0,0.0000,1358,solo-fpp,92,91,1544,0,0.0000,0,0.0000,0,0,571.3000,4,0,0.5165
30131ea60bc193,12332138d02c6b,df5f61d4578df0,0,0,0.0000,0,0,0,90,0,0,0,0.0000,1292,solo-fpp,91,89,1496,0,0.0000,0,0.0000,0,0,0.0000,0,0,0.0000
a2a6bd78c68cc7,a312d63ed7979f,64f32f6d582a27,0,0,261.0000,0,1,0,12,1029,3,1,286.7000,1295,solo-fpp,99,98,-1,0,0.0000,0,0.0000,0,0,1148.0000,4,1507,0.6939
9babe2cbedfe33,92c133067281bc,41d8cf091c05ab,0,0,0.0000,0,0,1,76,1031,0,0,0.0000,1458,solo-fpp,94,94,-1,0,0.0000,0,0.0000,0,0,86.6000,1,1507,0.2151
ee2cba3a704583,161c9cbeb4b031,8058457faa43cb,0,2,234.3000,0,1,6,15,0,2,1,41.3200,1299,solo-fpp,91,90,1462,0,0.0000,0,22.4800,0,0,1130.0000,3,0,0.7444
604d3aa575de95,716c7e34c44f21,3b8b7b63decaf5,0,0,0.0000,0,0,0,90,1027,0,0,0.0000,1884,solo-fpp,92,89,-1,0,0.0000,0,0.0000,0,0,0.0000,0,1504,0.0000
b67f4be802d42d,45970a96ba8e8a,d2aaf92c428825,0,0,0.0000,0,0,0,89,0,0,0,0.0000,1468,solo-fpp,97,97,1550,0,0.0000,0,0.0000,0,0,50.8700,0,0,0.0938
c07548665fefba,01fd186855ed61,32fefd682028f4,0,1,236.7000,0,0,3,16,1271,2,1,35.7200,1314,solo-fpp,96,93,-1,0,0.0000,0,0.0000,0,0,1964.0000,5,1529,0.8105
5d19a66e0ae677,05aaafdf202898,28e4a02dd99b8b,0,0,44.1000,0,0,0,66,1441,0,0,0.0000,1503,solo-fpp,96,94,-1,0,0.0000,0,0.0000,0,0,195.9000,4,1565,0.4316
046d55cc6b2750,d26e5e6c43df73,057e7e6a759550,1,0,138.0000,0,0,0,69,0,0,0,0.0000,1386,solo-fpp,95,91,1469,0,0.0000,0,0.0000,0,0,29.5800,2,0,0.2872
215e80e8f68faa,bdf29af3d5d32a,3508be8f090a92,0,0,0.0000,0,0,0,88,1048,0,0,0.0000,1310,solo-fpp,94,92,-1,0,0.0000,0,0.0000,0,0,24.4100,1,1357,0.0645
028252a6cfdddf,25985473b0313a,eea77ac3bc868f,0,0,27.0000,0,0,1,49,996,0,0,0.0000,1424,solo-fpp,96,94,-1,0,0.0000,0,0.0000,0,0,1377.0000,3,1489,0.8000
9ae4986e1d6b53,1e7dc56856d9f1,c4a22881fa22d1,0,5,23.4000,0,0,0,43,0,0,0,0.0000,1436,solo-fpp,92,90,1500,0,0.0000,0,0.0000,0,0,2241.0000,5,0,0.8571
e65e9fa8ba75c6,fc8b08c649efd6,45234443e81340,0,11,817.0000,0,3,1,1,0,9,2,157.4000,1445,solo-fpp,95,91,1643,0,0.0000,0,0.0000,0,0,2396.0000,4,0,0.8298
3b24bfa7c3207c,3d886a52803406,18a720cff5a5b1,0,0,24.5000,0,0,0,79,1175,0,0,0.0000,1266,solo-fpp,96,95,-1,0,0.0000,0,0.0000,0,0,261.0000,2,1525,0.2211
fe55140ad09d08,8a9d1c73e0246f,36759033e88e99,0,3,353.6000,0,1,6,9,1171,3,1,10.6000,1773,solo-fpp,78,77,-1,0,2346.0000,0,0.0000,0,0,1105.0000,5,1569,0.5584
a59f25cde43095,bc2fe32737e3f0,1b5b48000b43ae,0,2,83.0000,0,1,1,40,0,1,1,29.6400,1338,solo-fpp,98,95,1507,0,0.0000,0,0.0000,0,0,314.6000,4,0,0.4742
7fc1358c3ee0f1,24be15a3ec8792,9d8d7c26107dbc,1,1,140.2000,0,0,0,33,0,1,1,13.0900,1844,solo-fpp,97,94,1500,0,1965.0000,0,0.0000,0,0,991.8000,5,0,0.5729
99934e359bc863,7ffd18a918bbc1,254b2f051133ee,0,0,72.2300,0,0,1,37,993,1,1,16.0700,1527,solo-fpp,96,96,-1,0,299.7000,0,0.0000,0,0,474.2000,2,1487,0.6211
7674b4fe6d6b48,97180922b27f12,d0824b41a6451c,0,1,104.0000,0,0,0,29,0,1,1,4.4960,1848,solo-fpp,94,93,1533,0,0.0000,0,0.0000,0,0,1200.0000,3,0,0.4624
fb90fd46e7dd9a,9dbf252230e351,13269d72807449,0,3,488.4000,0,2,5,4,1734,4,1,40.0800,1349,solo-fpp,98,95,-1,0,0.0000,0,0.0000,0,0,962.2000,3,1539,0.7732
8b990bfba47799,426cb2feb29f32,6820d217fa292b,0,0,200.0000,0,0,0,20,0,2,2,9.5490,1298,solo-fpp,92,91,1517,0,0.0000,0,0.0000,0,0,112.9000,2,0,0.2418
0aaa29d2c6c6c0,d7ef129d0edf27,939ea28bea5752,0,3,82.0000,0,1,0,38,0,1,1,2.1870,2185,solo-fpp,96,90,1500,0,1645.0000,0,0.0000,0,0,1187.0000,3,0,0.4947
01d4aeab2ef3e7,7d224ba7e760ab,34931a75615feb,0,2,100.0000,0,0,2,29,0,1,1,0.0000,1425,solo-fpp,86,84,1496,0,909.4000,0,0.0000,0,0,1903.0000,6,0,0.7176
b96d1c281e8743,a183b96c9bb056,cf1f1b43ef92b2,0,0,100.0000,0,0,0,37,1127,1,1,29.5300,1327,solo-fpp,98,96,-1,0,738.4000,0,0.0000,0,0,298.7000,4,1512,0.4742
253289bd371b23,ca3f99e3410abf,dd4a2f8d8ab732,0,0,149.0000,0,1,0,39,0,1,1,29.2100,1803,solo-fpp,95,92,1664,0,0.0000,0,0.0000,0,0,59.2800,4,0,0.1277
0188ea7b22bd3f,cb4d2fa99c61cf,a7e1ffe2626b12,0,1,106.0000,0,0,2,41,0,1,1,16.4300,1884,solo-fpp,95,92,1585,0,0.0000,0,0.0000,0,0,117.5000,3,0,0.1809
7bce37ee9782d1,0ba9853083dad7,bbc6e60902efc7,0,5,299.2000,0,2,3,6,0,3,1,32.8500,1423,solo-fpp,93,90,1658,0,2776.0000,0,0.0000,0,0,2597.0000,4,0,0.9130
c85a66d1f4719f,607137c2f77627,fe561c9882f01e,0,0,47.3000,0,0,0,70,1000,0,0,0.0000,1389,solo-fpp,99,95,-1,0,0.0000,0,0.0000,0,0,56.5300,2,1500,0.3265
5bb95efebb9520,e5c4de09c0487a,2f9b89487193bd,0,0,72.0300,0,0,0,78,0,0,0,0.0000,1359,solo-fpp,93,92,1478,0,0.0000,0,0.0000,0,0,51.5200,1,0,0.1739
a6b0b6809025b2,51916a6490c597,ffcdf964207d03,0,7,219.3000,0,0,2,11,0,2,1,50.5100,1432,solo-fpp,98,98,1502,0,0.0000,0,0.0000,0,0,2378.0000,8,0,0.9381
08b0c9e858866b,6745ae581811df,9e6fbbe59bba55,0,5,100.0000,0,1,5,20,0,1,1,29.9800,1243,solo-fpp,85,83,1564,0,0.0000,0,51.5000,0,0,2975.0000,4,0,0.8929
99941be5dbbb5b,d71b327d56ed17,be32bb7f8083d7,0,5,442.2000,0,0,8,4,0,4,1,11.6400,1797,solo-fpp,96,90,2153,0,2129.0000,0,0.0000,0,0,1581.0000,5,0,0.7684
c783c847471f66,cc3360169354af,44ede9e16a8f80,0,2,116.7000,0,0,0,25,0,1,1,79.0100,1390,solo-fpp,93,90,1697,0,0.0000,0,0.0000,0,0,2660.0000,5,0,0.8804
a6bcce00a69bb1,cdaa63690c8ec3,4c1a38777b1ea5,0,2,40.9600,0,0,0,31,0,1,1,71.4100,1949,solo-fpp,98,95,1529,0,2093.0000,0,0.0000,0,0,919.3000,5,0,0.6495
3087f7c0c6f53d,d3039709a1a6a3,ec9af1e971612d,0,0,32.3400,0,0,0,52,0,0,0,0.0000,1389,solo-fpp,91,90,1504,0,1316.0000,0,0.0000,0,0,746.5000,10,0,0.6000
ac1659a0e7c1a0,9d348ea706691f,d9b5c2ea181a28,0,0,254.0000,0,0,0,24,1518,2,1,40.3000,1316,solo-fpp,96,95,-1,0,0.0000,0,0.0000,0,0,74.1700,2,1488,0.1579
4262925d36341d,29244db5d4d97d,ef730b80e8edc0,0,0,0.0000,0,0,0,60,1000,0,0,0.0000,1355,solo-fpp,98,95,-1,0,0.0000,0,0.0000,0,0,455.7000,6,1500,0.5670
5dde31d72983ed,6061f24fc0795a,41b99ed1130e50,0,0,0.0000,0,0,0,83,0,0,0,0.0000,1374,solo-fpp,95,95,1515,0,0.0000,0,0.0000,0,0,23.3200,1,0,0.1277
535e284e442faf,c9089fc4253108,bfee1a2791aea2,0,2,133.0000,0,0,1,25,0,1,1,6.5900,1935,solo-fpp,97,96,1501,0,1380.0000,0,6.5030,0,0,2329.0000,6,0,0.7500
c8d550ad36613c,f6ab504befea05,1f7ffeb1f170b0,0,0,65.7900,0,0,0,92,0,0,0,0.0000,1816,solo-fpp,98,93,1545,0,0.0000,0,0.0000,0,0,22.4100,2,0,0.0515
7b3f12d6a903d6,7b2a6737775d85,83d03caaa91122,0,1,0.0000,0,0,0,58,0,0,0,0.0000,1800,solo-fpp,96,96,1641,0,2238.0000,0,0.0000,0,0,1099.0000,4,0,0.6211
6a00b75e887764,e805755d04e081,e2634bc22a2d9b,0,2,784.5000,0,3,2,1,0,7,1,105.0000,1448,solo-fpp,97,96,1500,0,0.0000,0,0.0000,0,0,3357.0000,3,0,0.9896
0709081e2b0669,3fbbfdaa7c545b,ec0b14fafa36ef,0,0,100.0000,0,0,0,41,0,1,1,13.7700,1404,solo-fpp,96,92,1563,0,0.0000,0,0.0000,0,0,21.7900,1,0,0.2000
67e2be3f1e1f14,ea4b396c34a9a8,48ba7ca0e91986,0,0,0.0000,0,0,0,48,0,0,0,0.0000,1415,solo-fpp,92,91,1500,0,0.0000,0,0.0000,0,0,1056.0000,7,0,0.6703
15603c43b65eb6,4bad83241e5e5e,e3b4d2f08cd0db,0,0,156.5000,0,0,0,31,0,1,1,5.1010,1766,solo-fpp,98,97,1483,0,0.0000,0,0.0000,0,0,370.0000,5,0,0.4536
b890be433d01b4,9ad75b9e378d08,df5f39b08f895f,0,0,0.0000,0,0,0,96,1302,0,0,0.0000,1972,solo-fpp,96,91,-1,0,0.0000,0,0.0000,0,0,24.5600,0,1493,0.0000
